"","X.1","X","name","address","city","state","zip","Zip.Plus","Contact.First.Name","Contact.Last.Name","contact","Phone","Business.Description","Primary.NAICS","NAICS2","NAICS3","NAICS4","NAICS5","Business.Type","County","Employee","Annual.Sales","URL","Year.Established","address_new","url","type","latitude","longitude"
"136",136,150,"Charis Youth Ctr Inc","124 Washington Hts","Forest City","NC",28043,3455,"Tamiko","Kelly","Owner",8280001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Rutherford",2,52000,NA,2015,"124 Washington Hts Forest City NC 28043","","Center",35.331429844392,-81.877683901933
"137",137,151,"Chatham YMCA","287 East St # 412","Pittsboro","NC",27312,1499,NA,NA,NA,9195459622,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Chatham",18,607000,"ymcatriangle.org",2015,"287 East St # 412 Pittsboro NC 27312","https://www.ymcatriangle.org","YMCA",35.720192890061,-79.172595370886
"138",138,152,"Cherryville YMCA","215 N Mountain St","Cherryville","NC",28021,2942,"Josey","Messer","Director",7044459622,"Youth Organizations & Centers",624110,624190,921190,NA,NA,"County","Gaston",9,584000,"gastonymca.org",2009,"215 N Mountain St Cherryville NC 28021","https://www.gastonymca.org","YMCA",35.380188389442,-81.380147919103
"139",139,153,"Children & Youth Partnership","534 Ananias Dare St","Manteo","NC",27954,9580,"Nancy","Griffin","Exec Director",2524410614,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Dare",8,307000,"darekids.org",1984,"534 Ananias Dare St Manteo NC 27954","https://www.darekids.org","Other",35.907898642275,-75.678512606806
"140",140,154,"Childress Klein YMCA","301 S College St # 200","Charlotte","NC",28202,6043,"Chris","Knox","Exec Director",7047167300,"Youth Organizations & Centers",624110,713940,624190,NA,NA,"Private","Mecklenburg",150,9245000,"ymcacharlotte.org",2005,"301 S College St # 200 Charlotte NC 28202","https://www.ymcacharlotte.org","YMCA",35.224625264423,-80.844208743994
"141",141,155,"Christian Adventures","813 North Ave","Burlington","NC",27217,6154,"Terry","Creech","Exec Director",3362264729,"Youth Organizations & Centers",624110,813319,NA,NA,NA,"Private","Alamance",3,158000,"caministries.com",2005,"813 North Ave Burlington NC 27217","https://www.caministries.com","Faith",36.088916931735,-79.414556439278
"142",142,156,"Christine Avery Learning Ctr","4 Pine Grove Ave","Asheville","NC",28801,4416,"Cici A","Weston","Owner",8280001111,"Youth Organizations & Centers",624110,611710,999990,NA,NA,"Private","Buncombe",3,141000,NA,2015,"4 Pine Grove Ave Asheville NC 28801","","Center",35.580669321867,-82.555728887806
"143",143,157,"Church Community Svc-Scotland","108 N Gill St","Laurinburg","NC",28352,3055,NA,NA,NA,8280001111,"Youth Organizations & Centers",624110,813319,NA,NA,NA,"Private","Scotland",25,NA,"laurinburgchamber.com",2023,"108 N Gill St Laurinburg NC 28352","https://www.laurinburgchamber.com","Faith",34.778003473452,-79.462640078541
"144",144,158,"Cleveland County YMCA Assn","411 Cherryville Rd","Shelby","NC",28150,3651,"Cameron","Corder","CEO",7044849622,"Youth Organizations & Centers",624110,713940,624190,813319,NA,"Private","Cleveland",120,3347000,"clevecoymca.org",1993,"411 Cherryville Rd Shelby NC 28150","https://www.clevecoymca.org","YMCA",35.303976072212,-81.504734171538
"145",145,159,"Comets Youth Sports LLC","116 S Main St # 101","Mooresville","NC",28115,2372,"John J","Amon","Owner",7040001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Iredell",3,169000,NA,2016,"116 S Main St # 101 Mooresville NC 28115","","Sports",35.581611346751,-80.814108229192
"146",146,160,"Communities In Sch-Chatham","108 Village Lake Rd","Siler City","NC",27344,1821,NA,NA,NA,9196630116,"Youth Organizations & Centers",624110,611110,624190,624190,813319,"Private","Chatham",12,405000,"cischatham.org",1988,"108 Village Lake Rd Siler City NC 27344","https://www.cischatham.org","Other",35.739661837931,-79.468293152201
"147",147,161,"Community Boys'-Girls' Club","901 Nixon St","Wilmington","NC",28401,2965,"Brenda","Bowden","Other",9107621252,"Youth Organizations & Centers",624110,813319,999990,NA,NA,"Private","New Hanover",10,603000,"cbgcwilmington.org",1990,"901 Nixon St Wilmington NC 28401","https://www.cbgcwilmington.org","Clubs",34.249681553093,-77.939593031737
"148",148,162,"Community Connect LLC","3612 Whitehall Green Ln # 5104","Charlotte","NC",28273,7300,NA,NA,NA,8280001111,"Youth Organizations & Centers",624110,999990,NA,NA,NA,"Private","Mecklenburg",30,1849000,NA,2023,"3612 Whitehall Green Ln # 5104 Charlotte NC 28273","","Other",35.152872947682,-80.950627666832
"149",149,163,"Connections Youth Resource Ctr","1013 Country Side Ln","Yadkinville","NC",27055,7840,"Patricia A","Phillips","Manager",3360001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Yadkin",2,82000,NA,2018,"1013 Country Side Ln Yadkinville NC 27055","","Center",36.131013787694,-80.686998035489
"150",150,164,"Cool Spring Youth Athletic","114 N Center St # 200","Statesville","NC",28677,5273,"Paul E","Carson","Owner",7040001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Iredell",2,113000,NA,2016,"114 N Center St # 200 Statesville NC 28677","","Sports",35.786382124125,-80.889129558177
"151",151,165,"Corpening Memorial YMCA","348 Grace Corpening Dr","Marion","NC",28752,5864,"Toby","Bramblett","Exec Director",8286599622,"Youth Organizations & Centers",624110,713940,624190,NA,NA,"Private","McDowell",100,7383000,"ymcawnc.org",2002,"348 Grace Corpening Dr Marion NC 28752","https://www.ymcawnc.org","YMCA",35.668148091467,-82.020166472917
"152",152,167,"Cub Scout Pack 495","5123 Revere Rd","Durham","NC",27713,2420,"Adam","White","Manager",9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Durham",6,289000,"durhampack495.org",2018,"5123 Revere Rd Durham NC 27713","https://www.durhampack495.org","Scouts",35.89448300706,-78.910177126504
"153",153,168,"Cub Scout Pack 72","19920 Bethel Church Rd","Cornelius","NC",28031,7000,"Stephanie","Exum","Manager",7040001111,"Youth Organizations & Centers",624110,813319,813410,NA,NA,"Private","Mecklenburg",30,1849000,"scouts72.org",2021,"19920 Bethel Church Rd Cornelius NC 28031","https://www.scouts72.org","Scouts",35.481591124448,-80.89022296376
"154",154,169,"Currituck Family YMCA","130 Community Way","Barco","NC",27917,9559,NA,NA,NA,2524539632,"Youth Organizations & Centers",624110,813910,NA,NA,NA,"Private","Currituck",3,81000,"ymcashr.org",2018,"130 Community Way Barco NC 27917","https://www.ymcashr.org","YMCA",36.390941352341,-76.012219882089
"155",155,170,"D B B A Youth Program","2604 Carver St # G","Durham","NC",27705,2796,"Dawanda","Burrus","Owner",9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Durham",3,145000,NA,2016,"2604 Carver St # G Durham NC 27705","","Other",36.037993352714,-78.927138629957
"156",156,171,"Dare County Friends of Youth","211 Budleigh St","Manteo","NC",27954,9637,"Bonnie","Bennett","Manager",2524755753,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Dare",6,231000,"darenc.com",2012,"211 Budleigh St Manteo NC 27954","https://www.darenc.com","Other",35.909754676872,-75.670718537034
"157",157,172,"Das Danmine Family Fun Ctr","108 E Ward St","Elizabeth City","NC",27909,3644,"Arthur","Felton","Owner",2525626917,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Pasquotank",4,197000,"ddjfamilyfun.com",2016,"108 E Ward St Elizabeth City NC 27909","https://www.ddjfamilyfun.com","Center",36.311252541797,-76.220587655839
"158",158,173,"Davie Family YMCA","215 Cemetery St","Mocksville","NC",27028,2103,"Luke","Harris","Director",3367519622,"Youth Organizations & Centers",624110,713940,713940,621330,624190,"Private","Davie",100,2993000,"ymcanwnc.org",2005,"215 Cemetery St Mocksville NC 27028","https://www.ymcanwnc.org","YMCA",35.904855242423,-80.556198430129
"159",159,174,"Debry Community Ctr","1217 Mosley St","Elizabeth City","NC",27909,5807,"Tonja","Simpson","Manager",2523351633,"Youth Organizations & Centers",624110,624190,813319,NA,NA,"Private","Pasquotank",2,99000,NA,1999,"1217 Mosley St Elizabeth City NC 27909","","Center",36.286734428573,-76.225156666204
"160",160,176,"Direct Hit","602 E Chatham St","Cary","NC",27511,6901,NA,NA,NA,9194816504,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Wake",2,131000,NA,2000,"602 E Chatham St Cary NC 27511","","Other",35.791258107672,-78.768072887797
"161",161,177,"Diversity Nurtures","104 Revelle Rd","Warsaw","NC",28398,8805,"Earlean M","Rivers","Owner",9100001111,"Youth Organizations & Centers",624110,813319,999990,NA,NA,"Private","Duplin",2,49000,"dnacyc.org",2015,"104 Revelle Rd Warsaw NC 28398","https://www.dnacyc.org","Other",35.007985377029,-78.079901910944
"162",162,178,"DNA Community Youth Ctr","104 Revelle Rd","Warsaw","NC",28398,8805,NA,NA,NA,9102937769,"Youth Organizations & Centers",624110,999990,NA,NA,NA,"Private","Duplin",2,49000,"dnacyc.org",2017,"104 Revelle Rd Warsaw NC 28398","https://www.dnacyc.org","Center",35.007985377029,-78.079901910944
"163",163,179,"Downtown Durham YMCA","218 W Morgan St","Durham","NC",27701,2118,"Kim","Grooms","Exec Director",9196679622,"Youth Organizations & Centers",624110,713940,624190,624190,813319,"Private","Durham",50,2409000,"ymcatriangle.org",1997,"218 W Morgan St Durham NC 27701","https://www.ymcatriangle.org","YMCA",35.998168123155,-78.900177115747
"164",164,180,"Dragon Youth Inc","317 Hillcrest Dr","Kitty Hawk","NC",27949,3208,"Tunlin","Shwe","Manager",2520001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Dare",2,77000,NA,2018,"317 Hillcrest Dr Kitty Hawk NC 27949","","Other",36.141930092057,-75.743870147949
"165",165,181,"Dream Castles Youth Devmnt","601 E 11th St","Washington","NC",27889,3761,NA,NA,NA,2520001111,"Youth Organizations & Centers",624110,813319,813410,999990,NA,"Private","Beaufort",4,130000,NA,2020,"601 E 11th St Washington NC 27889","","Other",35.548375664018,-77.040975544174
"166",166,183,"Eckerd Connects Short Term","4654 High Rock Rd","Boomer","NC",28606,9109,"Charles","Thompson","Director",3369213300,"Youth Organizations & Centers",624110,624190,813319,NA,NA,"Private","Wilkes",30,1646000,"eckerd.org",2002,"4654 High Rock Rd Boomer NC 28606","https://www.eckerd.org","Other",36.050046467363,-81.316224113537
"167",167,184,"Eckerd Youth Alternatives","615 N Elm St","Lumberton","NC",28358,5560,"Jeanne","Ingram","Manager",9107384877,"Youth Organizations & Centers",624110,624110,NA,NA,NA,"Private","Robeson",12,730000,"eckerd.org",2011,"615 N Elm St Lumberton NC 28358","https://www.eckerd.org","Other",34.621027210908,-79.008628278439
"168",168,185,"Eckerd Youth Alternatives","101 S Elm St","Greensboro","NC",27401,2698,"Debbie","Bown","Operations",3366174349,"Youth Organizations & Centers",624110,624190,NA,NA,NA,"Private","Guilford",3,168000,"eckerd.org",2012,"101 S Elm St Greensboro NC 27401","https://www.eckerd.org","Other",36.072427685761,-79.790230946214
"169",169,186,"Eckerd Youth Alternatives","5501 Executive Center Dr","Charlotte","NC",28212,8866,NA,NA,NA,7048177078,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",3,247000,"eckerd.org",2016,"5501 Executive Center Dr Charlotte NC 28212","https://www.eckerd.org","Other",35.203152915504,-80.743998804377
"170",170,187,"Eden Family YMCA","301 S Kennedy Ave","Eden","NC",27288,5001,"Peter","Baker","CEO",3366238496,"Youth Organizations & Centers",624110,624190,813410,NA,NA,"Private","Rockingham",50,1686000,"ymcagreensboro.org",2000,"301 S Kennedy Ave Eden NC 27288","https://www.ymcagreensboro.org","YMCA",36.49744401635,-79.74545125117
"171",171,188,"El Arca Iglesia Intl","113 W Villa Dunes Dr","Nags Head","NC",27959,8853,NA,NA,NA,2524413144,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Dare",1,39000,NA,2003,"113 W Villa Dunes Dr Nags Head NC 27959","","Other",35.974328515779,-75.639847367659
"172",172,189,"Empowered Citizens","815 N Arendell Ave","Zebulon","NC",27597,2305,"Wendi M","Watson",NA,9196384451,"Youth Organizations & Centers",624110,622210,813319,999990,NA,"Private","Wake",31,2024000,"epcitizens.org",2021,"815 N Arendell Ave Zebulon NC 27597","https://www.epcitizens.org","Other",35.828902764578,-78.317731955165
"173",173,190,"Empowering Brazilian Youth","4117 Tarrant Trace Cir","High Point","NC",27265,3616,NA,NA,NA,3360001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Guilford",23,1288000,"ebyouth.org",2021,"4117 Tarrant Trace Cir High Point NC 27265","https://www.ebyouth.org","Other",36.040589251644,-79.945157196809
"174",174,191,"Empowering Tomorrows Youth","3131 Calumet Dr","Raleigh","NC",27610,2999,"William C","Staton Jr","Manager",9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Wake",4,262000,NA,2017,"3131 Calumet Dr Raleigh NC 27610","","Other",35.789200854006,-78.584290365634
"175",175,192,"Empowering Youth Excellence","2245 Garner Rd","Raleigh","NC",27610,4609,"William","Dudley","Manager",9190001111,"Youth Organizations & Centers",624110,813319,NA,NA,NA,"Private","Wake",5,327000,NA,2019,"2245 Garner Rd Raleigh NC 27610","","Other",35.749823367534,-78.631308884218
"176",176,193,"Enka Youth Sports Org Inc","1091 Hendersonville Rd","Asheville","NC",28803,1873,"Martin","Lewis","Owner",8280001111,"Youth Organizations & Centers",624110,813319,NA,NA,NA,"Private","Buncombe",3,211000,NA,2015,"1091 Hendersonville Rd Asheville NC 28803","","Sports",35.535351612999,-82.528406453294
"177",177,194,"Envisioning Youth Empowerment","1217 Manassas Ct","Raleigh","NC",27609,4794,NA,NA,NA,9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Wake",5,327000,"eyeretreat.org",2008,"1217 Manassas Ct Raleigh NC 27609","https://www.eyeretreat.org","Other",35.861221523283,-78.619031819367
"178",178,195,"Facts For Youth","5032 Sunset Fairways Dr","Holly Springs","NC",27540,7829,"Jasmine","Brown","Manager",9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Wake",4,262000,NA,2018,"5032 Sunset Fairways Dr Holly Springs NC 27540","","Other",35.660894342175,-78.798842808931
"179",179,196,"Family Enrichment-Renewal Ctr","209 S 1st St","Nashville","NC",27856,1535,NA,NA,NA,2520001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Nash",2,NA,"kidcentraltn.com",2014,"209 S 1st St Nashville NC 27856","https://www.kidcentraltn.com","Center",35.971732053975,-77.961679027369
"180",180,197,"Firm Foundations Youth","210 E Arrowhead Dr # 3","Charlotte","NC",28213,6456,"Kimberly","Roseboro","Manager",7040001111,"Youth Organizations & Centers",624110,813319,NA,NA,NA,"Private","Mecklenburg",6,370000,"firmfoundationsinc.org",2015,"210 E Arrowhead Dr # 3 Charlotte NC 28213","https://www.firmfoundationsinc.org","Other",35.270295459894,-80.765894505059
"181",181,199,"Focused Youth of America Inc","118 Oakley Dr","New Bern","NC",28560,7052,"Titus","Moore","Owner",2520001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Craven",2,163000,NA,2015,"118 Oakley Dr New Bern NC 28560","","Other",35.042774674287,-77.003326822637
"182",182,200,"Forest City Little League","292 Crowe Dairy Rd","Forest City","NC",28043,NA,"Marion","Mayes","Director",8282481680,"Youth Organizations & Centers",624110,713940,813319,NA,NA,"Private","Rutherford",2,52000,NA,2002,"292 Crowe Dairy Rd Forest City NC 28043","","Other",35.325412589325,-81.921434679425
"183",183,201,"Fountain-Youth Residential Cr","1116 S Church St","Mt Olive","NC",28365,2504,"Sadio","Sykes",NA,9192994539,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Wayne",15,NA,NA,2024,"1116 S Church St Mt Olive NC 28365","","Other",35.183902034736,-78.070238934097
"184",184,202,"Friendz Youth Lounge LLC","107 W Raleigh St","Siler City","NC",27344,3417,"Crystal","Headen","Manager",9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Chatham",26,877000,NA,2021,"107 W Raleigh St Siler City NC 27344","","Other",35.722778827371,-79.463501672223
"185",185,203,"Fundamental Youth Rcrtnl","10712 Heather Nicole Ln","Mint Hill","NC",28227,9801,"Titus","Ivory","Manager",7040001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",6,370000,NA,2017,"10712 Heather Nicole Ln Mint Hill NC 28227","","Other",35.179774981467,-80.665873904603
"186",186,204,"Future Endeavors Life Program","5241 Beaver Creek Dr","Fayetteville","NC",28303,3201,"Christen","Miller","Owner",9100001111,"Youth Organizations & Centers",624110,624190,999990,NA,NA,"Private","Cumberland",2,109000,NA,2015,"5241 Beaver Creek Dr Fayetteville NC 28303","","Other",35.079937363112,-78.972126047977
"187",187,205,"Future Starts Now Inc","2959 Dalmation Dr","Hope Mills","NC",28348,4004,NA,NA,NA,8280001111,"Youth Organizations & Centers",624110,999990,NA,NA,NA,"Private","Cumberland",12,1305000,NA,2023,"2959 Dalmation Dr Hope Mills NC 28348","","Other",34.982711118558,-78.912076636762
"188",188,206,"Fvaa Sports","126 S Fuquay Ave # C","Fuquay Varina","NC",27526,2200,NA,NA,NA,9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Wake",6,392000,NA,2014,"126 S Fuquay Ave # C Fuquay Varina NC 27526","","Sports",35.583878556028,-78.798356834148
"189",189,207,"Garner RD Community Ctr","2235 Garner Rd","Raleigh","NC",27610,4609,"Mo","Johnson","CEO",9198562356,"Youth Organizations & Centers",624110,812191,812191,713940,624190,"Private","Wake",20,1306000,"garnerroadcenter.org",2005,"2235 Garner Rd Raleigh NC 27610","https://www.garnerroadcenter.org","Center",35.750145826194,-78.631211497421
"190",190,208,"Gaston County Family YMCA","3210 Union Rd","Gastonia","NC",28056,7050,"Tony","Sigmon","President",7048309622,"Youth Organizations & Centers",624110,713940,624190,813410,NA,"Private","Gaston",25,1622000,"gastonymca.org",1984,"3210 Union Rd Gastonia NC 28056","https://www.gastonymca.org","YMCA",35.208238508609,-81.164916935481
"191",191,209,"Gaston Youth","711 James Jones Rd","Pleasant Hill","NC",27866,9624,"Richie","Harding","Owner",2520001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Northampton",2,48000,NA,2016,"711 James Jones Rd Pleasant Hill NC 27866","","Other",36.537470312972,-77.587593360949
"192",192,211,"Girl Magic Inc","11401 Tavernay Pkwy","Charlotte","NC",28262,4434,"Patricia","Malone","Manager",9803520097,"Youth Organizations & Centers",624110,813319,999990,NA,NA,"Private","Mecklenburg",3,124000,"girlmagicinc.org",2021,"11401 Tavernay Pkwy Charlotte NC 28262","https://www.girlmagicinc.org","Other",35.34826667717,-80.755383262981
"193",193,212,"Girls On the Run Intl","801 E Morehead St # 201","Charlotte","NC",28202,2743,"Heather","Pressley","Vice President",7043761039,"Youth Organizations & Centers",624110,624110,624190,813319,813410,"Private","Mecklenburg",30,1849000,"girlsontherun.org",1996,"801 E Morehead St # 201 Charlotte NC 28202","https://www.girlsontherun.org","Other",35.215019047091,-80.845647686822
"194",194,213,"Gods People Intl Inc","2642 Red Maple Ln","Harrisburg","NC",28075,4505,NA,NA,NA,8280001111,"Youth Organizations & Centers",624110,999990,NA,NA,NA,"Private","Cabarrus",26,1782000,NA,2023,"2642 Red Maple Ln Harrisburg NC 28075","","Faith",35.295505349217,-80.62252184443
"195",195,215,"Goldsboro Family YMCA","1105 Parkway Dr","Goldsboro","NC",27534,3447,"Bruce","Grissin","CEO",9197788557,"Youth Organizations & Centers",624110,713940,624190,624190,624410,"Private","Wayne",150,13077000,"goldsboroymca.org",1964,"1105 Parkway Dr Goldsboro NC 27534","https://www.goldsboroymca.org","YMCA",35.38462264743,-77.939663231935
"196",196,216,"Goldsboro YMCA Preschool","900 S Harding Dr","Goldsboro","NC",27534,7442,"Alisa","Oates","Director",9197780016,"Youth Organizations & Centers",624110,624410,624410,NA,NA,"Private","Wayne",35,3052000,NA,2008,"900 S Harding Dr Goldsboro NC 27534","","YMCA",35.389395959644,-77.934433705829
"197",197,217,"Greater Greensboro Youth","917 N Elm St","Greensboro","NC",27401,1512,"Wayne","George","Exec Director",3362749641,"Youth Organizations & Centers",624110,813319,813410,999990,NA,"Private","Guilford",8,448000,"greensboro.yfc.net",2006,"917 N Elm St Greensboro NC 27401","https://www.greensboro.yfc.net","Other",36.085109483062,-79.789369311949
"198",198,218,"Greater Triad Youth Assn Inc","976 Chatfield Dr","Jamestown","NC",27282,9028,"Edward","Thomas","Manager",3360001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Guilford",4,224000,"greater-triad-youth-association.business",2019,"976 Chatfield Dr Jamestown NC 27282","https://www.greater-triad-youth-association.business","Other",35.972871784881,-79.93738467119
"199",199,219,"Greater Wilmington Youth Inttv","10194 Morecamble Blvd","Leland","NC",28451,5003,"Randy","Hofer","Owner",9100001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Brunswick",2,88000,NA,2015,"10194 Morecamble Blvd Leland NC 28451","","Other",34.218834828676,-77.986152194505
"200",200,220,"Greensboro Youth Cmnty Leaders","2506 Denver Dr","Greensboro","NC",27406,6304,NA,NA,NA,3360001111,"Youth Organizations & Centers",624110,999990,NA,NA,NA,"Private","Guilford",26,1456000,NA,2021,"2506 Denver Dr Greensboro NC 27406","","Other",36.01512828179,-79.831393558583
"201",201,221,"Greenville Little League Gives","3280 Charles Blvd # B","Greenville","NC",27858,9277,NA,NA,NA,2520001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Pitt",2,115000,NA,2016,"3280 Charles Blvd # B Greenville NC 27858","","Other",35.570700478884,-77.352456845545
"202",202,222,"GTC Services LLC","321 N Front St","Wilmington","NC",28401,3908,"Eunice","Mann","Manager",9103993170,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","New Hanover",8,482000,NA,2010,"321 N Front St Wilmington NC 28401","","Other",34.239064959194,-77.949254216996
"203",203,223,"Guilford County Youth Acad LLC","2200 E Market St # C","Greensboro","NC",27401,6444,NA,NA,NA,3365541625,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Guilford",21,1176000,NA,2021,"2200 E Market St # C Greensboro NC 27401","","Other",36.075664406357,-79.75998623012
"204",204,224,"Harris Express YMCA","4625 Piedmont Row Dr # 155","Charlotte","NC",28210,4286,"Molly","Corley","Director",7047166980,"Youth Organizations & Centers",624110,562119,NA,NA,NA,"Private","Mecklenburg",10,617000,"ymcacharlotte.org",2008,"4625 Piedmont Row Dr # 155 Charlotte NC 28210","https://www.ymcacharlotte.org","YMCA",35.153332965071,-80.839754311252
"205",205,225,"Harrisburg YMCA","4100 Main St # 200","Harrisburg","NC",28075,7482,"Madison","Linker","Director",7044547800,"Youth Organizations & Centers",624110,713940,813319,NA,NA,"Private","Cabarrus",60,4111000,"rocabymca.org",2007,"4100 Main St # 200 Harrisburg NC 28075","https://www.rocabymca.org","YMCA",35.325554906338,-80.64488945605
"206",206,226,"Harrison Family YMCA","1000 Independence Dr","Rocky Mount","NC",27804,1903,"Jacquelyn","Price","CEO",2529729622,"Youth Organizations & Centers",624110,812191,624190,624410,813910,"Private","Nash",40,1624000,"harrisonfamilyy.org",1995,"1000 Independence Dr Rocky Mount NC 27804","https://www.harrisonfamilyy.org","YMCA",35.968273651848,-77.796633113934
"207",207,227,"Hartley Drive YMCA","150 Hartley Dr","High Point","NC",27265,2853,"Lynn","Lomax","CEO",3368690195,"Youth Organizations & Centers",624110,624190,813410,NA,NA,"Private","Guilford",13,728000,"hpymca.org",2009,"150 Hartley Dr High Point NC 27265","https://www.hpymca.org","YMCA",35.990523298733,-80.036024492695
"208",208,228,"Haven House Svc","1008 Bullard Ct","Raleigh","NC",27615,6833,"Michelle","Zechmann","CEO",9198333312,"Youth Organizations & Centers",624110,624190,NA,NA,NA,"Private","Wake",4,262000,"havenhousenc.org",1973,"1008 Bullard Ct Raleigh NC 27615","https://www.havenhousenc.org","Other",35.869409342375,-78.620180834092
"209",209,229,"Hayes-Taylor Memorial YMCA","2630 E Florida St","Greensboro","NC",27401,3296,"Larry","Burnett","Exec Director",3362722131,"Youth Organizations & Centers",624110,713940,624190,624190,624410,"Private","Guilford",56,3136000,"ymcagreensboro.org",2003,"2630 E Florida St Greensboro NC 27401","https://www.ymcagreensboro.org","YMCA",36.055829724977,-79.748420621638
"210",210,230,"Heart To Heart Youth Ctr Inc","7563 Quail Wood Dr","Charlotte","NC",28226,7174,"Gloria","Lanier","Owner",7040001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",2,124000,NA,2016,"7563 Quail Wood Dr Charlotte NC 28226","","Center",35.11810682893,-80.822531428893
"211",211,231,"Heartworks-Safe Harbor Youth","709 Main St","Bayboro","NC",28515,9635,"Karen","Prince","Exec Director",2527459703,"Youth Organizations & Centers",624110,813319,NA,NA,NA,"Private","Pamlico",16,429000,"heartworksnc.org",2011,"709 Main St Bayboro NC 28515","https://www.heartworksnc.org","Other",35.145545755377,-76.811456846675
"212",212,233,"Henderson Family YMCA","380 Ruin Creek Rd","Henderson","NC",27536,2931,"Joan","Dorsey","Director",2524382144,"Youth Organizations & Centers",624110,812191,713940,624190,NA,"Private","Vance",20,617000,"hendersonymca.org",2005,"380 Ruin Creek Rd Henderson NC 27536","https://www.hendersonymca.org","YMCA",36.332984260683,-78.446982005061
"213",213,234,"Hendersonville Family YMCA","810 6th Ave W","Hendersonville","NC",28739,4138,"Josh","Simpsom","Exec Director",8286979622,"Youth Organizations & Centers",624110,812191,713940,624190,813319,"Private","Henderson",115,6142000,"ymcawnc.org",1995,"810 6th Ave W Hendersonville NC 28739","https://www.ymcawnc.org","YMCA",35.31875286439,-82.471091947405
"214",214,235,"Hickory Foundation YMCA","701 1st St NW","Hickory","NC",28601,3762,"Nat","Auten","CEO",8283242858,"Youth Organizations & Centers",624110,624190,624410,813319,NA,"Private","Catawba",100,6518000,"ymcacv.org",1995,"701 1st St NW Hickory NC 28601","https://www.ymcacv.org","YMCA",35.741268576876,-81.338869873399
"215",215,236,"Hidden Valley Youth Devmnt Ctr","5223 Lawrence Orr Rd","Charlotte","NC",28212,2336,"Shakekia C","Moss","Owner",7040001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",4,247000,NA,2015,"5223 Lawrence Orr Rd Charlotte NC 28212","","Center",35.214969326309,-80.732096988341
"216",216,238,"Honorable Youth Inc","1525 Woods Rd # 204","Winston Salem","NC",27106,3163,"Rasheeda","Shankle","Owner",3360001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Forsyth",2,94000,NA,2015,"1525 Woods Rd # 204 Winston Salem NC 27106","","Other",36.146888328596,-80.297361872079
"217",217,239,"Hope For Youths-Sierra Leone","224 Cape August Pl","Belmont","NC",28012,6768,"Hycy B","Prince","Manager",7040001111,"Youth Organizations & Centers",624110,999990,NA,NA,NA,"Private","Gaston",2,130000,"hope4youths-sl.org",2020,"224 Cape August Pl Belmont NC 28012","https://www.hope4youths-sl.org","Other",35.157283873596,-81.037287458994
"218",218,240,"Hope Mills Branch YMCA","3910 Ellison St # B","Hope Mills","NC",28348,2784,"Shanetta","Hodge","Director",9104269622,"Youth Organizations & Centers",624110,812191,NA,NA,NA,"Private","Cumberland",16,870000,"ymcaofthesandhills.org",2009,"3910 Ellison St # B Hope Mills NC 28348","https://www.ymcaofthesandhills.org","YMCA",34.969352809214,-78.947165973855
